Region,Ålder,Variabel,År,Värde
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2000,-3
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2001,15
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2002,10
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2003,24
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2004,14
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2005,14
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2006,35
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2007,32
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2008,17
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2009,5
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2010,31
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2011,27
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2012,33
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2013,47
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2014,27
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2015,-4
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2016,-1
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2017,1
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2018,64
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2019,38
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2020,51
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2021,70
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2022,26
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2023,30
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2024,34
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2025,33
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2026,34.439561134233244
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2027,35.27597684458045
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2028,35.49703975146196
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2029,35.92694043988771
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2030,36.586179341677635
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2031,37.277258736074124
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2032,38.12890029117685
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2033,39.13378952448981
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2034,40.00928882590617
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2035,40.777542136384355
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2036,41.436077991528705
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2037,42.01364963989326
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2038,42.52709047606798
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2039,43.06228833756501
Falkenberg,0-4 år,Inrikes flyttningsöverskott,2040,43.60418989121352
Falkenberg,0-4 år,Inrikes inflyttningar,2000,65
Falkenberg,0-4 år,Inrikes inflyttningar,2001,82
Falkenberg,0-4 år,Inrikes inflyttningar,2002,61
Falkenberg,0-4 år,Inrikes inflyttningar,2003,67
Falkenberg,0-4 år,Inrikes inflyttningar,2004,64
Falkenberg,0-4 år,Inrikes inflyttningar,2005,62
Falkenberg,0-4 år,Inrikes inflyttningar,2006,84
Falkenberg,0-4 år,Inrikes inflyttningar,2007,88
Falkenberg,0-4 år,Inrikes inflyttningar,2008,85
Falkenberg,0-4 år,Inrikes inflyttningar,2009,71
Falkenberg,0-4 år,Inrikes inflyttningar,2010,78
Falkenberg,0-4 år,Inrikes inflyttningar,2011,90
Falkenberg,0-4 år,Inrikes inflyttningar,2012,99
Falkenberg,0-4 år,Inrikes inflyttningar,2013,112
Falkenberg,0-4 år,Inrikes inflyttningar,2014,125
Falkenberg,0-4 år,Inrikes inflyttningar,2015,82
Falkenberg,0-4 år,Inrikes inflyttningar,2016,96
Falkenberg,0-4 år,Inrikes inflyttningar,2017,151
Falkenberg,0-4 år,Inrikes inflyttningar,2018,143
Falkenberg,0-4 år,Inrikes inflyttningar,2019,119
Falkenberg,0-4 år,Inrikes inflyttningar,2020,131
Falkenberg,0-4 år,Inrikes inflyttningar,2021,159
Falkenberg,0-4 år,Inrikes inflyttningar,2022,116
Falkenberg,0-4 år,Inrikes inflyttningar,2023,97
Falkenberg,0-4 år,Inrikes inflyttningar,2024,93
Falkenberg,0-4 år,Inrikes inflyttningar,2025,101
Falkenberg,0-4 år,Inrikes inflyttningar,2026,100.552380000942
Falkenberg,0-4 år,Inrikes inflyttningar,2027,99.03633990175275
Falkenberg,0-4 år,Inrikes inflyttningar,2028,98.06106792249506
Falkenberg,0-4 år,Inrikes inflyttningar,2029,97.71839838350192
Falkenberg,0-4 år,Inrikes inflyttningar,2030,98.12192569536673
Falkenberg,0-4 år,Inrikes inflyttningar,2031,98.94497068562774
Falkenberg,0-4 år,Inrikes inflyttningar,2032,100.27832402552968
Falkenberg,0-4 år,Inrikes inflyttningar,2033,102.09795921583834
Falkenberg,0-4 år,Inrikes inflyttningar,2034,103.70595874990578
Falkenberg,0-4 år,Inrikes inflyttningar,2035,105.15643968047885
Falkenberg,0-4 år,Inrikes inflyttningar,2036,106.41440993279028
Falkenberg,0-4 år,Inrikes inflyttningar,2037,107.51058683444002
Falkenberg,0-4 år,Inrikes inflyttningar,2038,108.46532178896632
Falkenberg,0-4 år,Inrikes inflyttningar,2039,109.52173964825593
Falkenberg,0-4 år,Inrikes inflyttningar,2040,110.62882917192498
Falkenberg,0-4 år,Inrikes utflyttningar,2000,68
Falkenberg,0-4 år,Inrikes utflyttningar,2001,67
Falkenberg,0-4 år,Inrikes utflyttningar,2002,51
Falkenberg,0-4 år,Inrikes utflyttningar,2003,43
Falkenberg,0-4 år,Inrikes utflyttningar,2004,50
Falkenberg,0-4 år,Inrikes utflyttningar,2005,48
Falkenberg,0-4 år,Inrikes utflyttningar,2006,49
Falkenberg,0-4 år,Inrikes utflyttningar,2007,56
Falkenberg,0-4 år,Inrikes utflyttningar,2008,68
Falkenberg,0-4 år,Inrikes utflyttningar,2009,66
Falkenberg,0-4 år,Inrikes utflyttningar,2010,47
Falkenberg,0-4 år,Inrikes utflyttningar,2011,63
Falkenberg,0-4 år,Inrikes utflyttningar,2012,66
Falkenberg,0-4 år,Inrikes utflyttningar,2013,65
Falkenberg,0-4 år,Inrikes utflyttningar,2014,98
Falkenberg,0-4 år,Inrikes utflyttningar,2015,86
Falkenberg,0-4 år,Inrikes utflyttningar,2016,97
Falkenberg,0-4 år,Inrikes utflyttningar,2017,150
Falkenberg,0-4 år,Inrikes utflyttningar,2018,79
Falkenberg,0-4 år,Inrikes utflyttningar,2019,81
Falkenberg,0-4 år,Inrikes utflyttningar,2020,80
Falkenberg,0-4 år,Inrikes utflyttningar,2021,89
Falkenberg,0-4 år,Inrikes utflyttningar,2022,90
Falkenberg,0-4 år,Inrikes utflyttningar,2023,67
Falkenberg,0-4 år,Inrikes utflyttningar,2024,59
Falkenberg,0-4 år,Inrikes utflyttningar,2025,68
Falkenberg,0-4 år,Inrikes utflyttningar,2026,66.11281886670875
Falkenberg,0-4 år,Inrikes utflyttningar,2027,63.760363057172306
Falkenberg,0-4 år,Inrikes utflyttningar,2028,62.564028171033094
Falkenberg,0-4 år,Inrikes utflyttningar,2029,61.79145794361421
Falkenberg,0-4 år,Inrikes utflyttningar,2030,61.53574635368909
Falkenberg,0-4 år,Inrikes utflyttningar,2031,61.66771194955361
Falkenberg,0-4 år,Inrikes utflyttningar,2032,62.14942373435284
Falkenberg,0-4 år,Inrikes utflyttningar,2033,62.96416969134853
Falkenberg,0-4 år,Inrikes utflyttningar,2034,63.69666992399961
Falkenberg,0-4 år,Inrikes utflyttningar,2035,64.3788975440945
Falkenberg,0-4 år,Inrikes utflyttningar,2036,64.97833194126157
Falkenberg,0-4 år,Inrikes utflyttningar,2037,65.49693719454676
Falkenberg,0-4 år,Inrikes utflyttningar,2038,65.93823131289834
Falkenberg,0-4 år,Inrikes utflyttningar,2039,66.45945131069092
Falkenberg,0-4 år,Inrikes utflyttningar,2040,67.02463928071145
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2000,6
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2001,-17
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2002,9
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2003,27
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2004,8
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2005,-5
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2006,-6
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2007,0
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2008,-7
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2009,12
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2010,18
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2011,7
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2012,14
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2013,-7
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2014,-14
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2015,10
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2016,-21
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2017,-29
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2018,36
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2019,26
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2020,21
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2021,53
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2022,5
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2023,-10
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2024,13
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2025,11
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2026,18.798254021577037
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2027,16.64410201432578
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2028,15.310084906774307
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2029,14.850550982373612
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2030,15.049371447840379
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2031,14.985185382941573
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2032,15.673918422972825
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2033,15.95552534469386
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2034,16.268246488573183
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2035,16.573230847634328
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2036,16.925445246385216
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2037,17.345272412293426
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2038,17.828738513770894
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2039,18.243609251615325
Falkenberg,5-9 år,Inrikes flyttningsöverskott,2040,18.605144912911676
Falkenberg,5-9 år,Inrikes inflyttningar,2000,61
Falkenberg,5-9 år,Inrikes inflyttningar,2001,73
Falkenberg,5-9 år,Inrikes inflyttningar,2002,56
Falkenberg,5-9 år,Inrikes inflyttningar,2003,55
Falkenberg,5-9 år,Inrikes inflyttningar,2004,44
Falkenberg,5-9 år,Inrikes inflyttningar,2005,34
Falkenberg,5-9 år,Inrikes inflyttningar,2006,44
Falkenberg,5-9 år,Inrikes inflyttningar,2007,50
Falkenberg,5-9 år,Inrikes inflyttningar,2008,47
Falkenberg,5-9 år,Inrikes inflyttningar,2009,51
Falkenberg,5-9 år,Inrikes inflyttningar,2010,56
Falkenberg,5-9 år,Inrikes inflyttningar,2011,46
Falkenberg,5-9 år,Inrikes inflyttningar,2012,58
Falkenberg,5-9 år,Inrikes inflyttningar,2013,50
Falkenberg,5-9 år,Inrikes inflyttningar,2014,78
Falkenberg,5-9 år,Inrikes inflyttningar,2015,75
Falkenberg,5-9 år,Inrikes inflyttningar,2016,67
Falkenberg,5-9 år,Inrikes inflyttningar,2017,84
Falkenberg,5-9 år,Inrikes inflyttningar,2018,97
Falkenberg,5-9 år,Inrikes inflyttningar,2019,93
Falkenberg,5-9 år,Inrikes inflyttningar,2020,90
Falkenberg,5-9 år,Inrikes inflyttningar,2021,107
Falkenberg,5-9 år,Inrikes inflyttningar,2022,78
Falkenberg,5-9 år,Inrikes inflyttningar,2023,50
Falkenberg,5-9 år,Inrikes inflyttningar,2024,53
Falkenberg,5-9 år,Inrikes inflyttningar,2025,52
Falkenberg,5-9 år,Inrikes inflyttningar,2026,68.16201548623795
Falkenberg,5-9 år,Inrikes inflyttningar,2027,66.36883797168055
Falkenberg,5-9 år,Inrikes inflyttningar,2028,64.19981705815414
Falkenberg,5-9 år,Inrikes inflyttningar,2029,62.29416652552058
Falkenberg,5-9 år,Inrikes inflyttningar,2030,60.671510594790796
Falkenberg,5-9 år,Inrikes inflyttningar,2031,59.07619132821732
Falkenberg,5-9 år,Inrikes inflyttningar,2032,58.35915033840125
Falkenberg,5-9 år,Inrikes inflyttningar,2033,57.98894466427591
Falkenberg,5-9 år,Inrikes inflyttningar,2034,57.93072884811868
Falkenberg,5-9 år,Inrikes inflyttningar,2035,58.16313710569063
Falkenberg,5-9 år,Inrikes inflyttningar,2036,58.6252478134697
Falkenberg,5-9 år,Inrikes inflyttningar,2037,59.38058270916136
Falkenberg,5-9 år,Inrikes inflyttningar,2038,60.42739801891205
Falkenberg,5-9 år,Inrikes inflyttningar,2039,61.3671334517066
Falkenberg,5-9 år,Inrikes inflyttningar,2040,62.2322371765085
Falkenberg,5-9 år,Inrikes utflyttningar,2000,55
Falkenberg,5-9 år,Inrikes utflyttningar,2001,90
Falkenberg,5-9 år,Inrikes utflyttningar,2002,47
Falkenberg,5-9 år,Inrikes utflyttningar,2003,28
Falkenberg,5-9 år,Inrikes utflyttningar,2004,36
Falkenberg,5-9 år,Inrikes utflyttningar,2005,39
Falkenberg,5-9 år,Inrikes utflyttningar,2006,50
Falkenberg,5-9 år,Inrikes utflyttningar,2007,50
Falkenberg,5-9 år,Inrikes utflyttningar,2008,54
Falkenberg,5-9 år,Inrikes utflyttningar,2009,39
Falkenberg,5-9 år,Inrikes utflyttningar,2010,38
Falkenberg,5-9 år,Inrikes utflyttningar,2011,39
Falkenberg,5-9 år,Inrikes utflyttningar,2012,44
Falkenberg,5-9 år,Inrikes utflyttningar,2013,57
Falkenberg,5-9 år,Inrikes utflyttningar,2014,92
Falkenberg,5-9 år,Inrikes utflyttningar,2015,65
Falkenberg,5-9 år,Inrikes utflyttningar,2016,88
Falkenberg,5-9 år,Inrikes utflyttningar,2017,113
Falkenberg,5-9 år,Inrikes utflyttningar,2018,61
Falkenberg,5-9 år,Inrikes utflyttningar,2019,67
Falkenberg,5-9 år,Inrikes utflyttningar,2020,69
Falkenberg,5-9 år,Inrikes utflyttningar,2021,54
Falkenberg,5-9 år,Inrikes utflyttningar,2022,73
Falkenberg,5-9 år,Inrikes utflyttningar,2023,60
Falkenberg,5-9 år,Inrikes utflyttningar,2024,40
Falkenberg,5-9 år,Inrikes utflyttningar,2025,41
Falkenberg,5-9 år,Inrikes utflyttningar,2026,49.36376146466091
Falkenberg,5-9 år,Inrikes utflyttningar,2027,49.72473595735477
Falkenberg,5-9 år,Inrikes utflyttningar,2028,48.88973215137983
Falkenberg,5-9 år,Inrikes utflyttningar,2029,47.44361554314697
Falkenberg,5-9 år,Inrikes utflyttningar,2030,45.62213914695042
Falkenberg,5-9 år,Inrikes utflyttningar,2031,44.09100594527575
Falkenberg,5-9 år,Inrikes utflyttningar,2032,42.685231915428425
Falkenberg,5-9 år,Inrikes utflyttningar,2033,42.03341931958205
Falkenberg,5-9 år,Inrikes utflyttningar,2034,41.6624823595455
Falkenberg,5-9 år,Inrikes utflyttningar,2035,41.5899062580563
Falkenberg,5-9 år,Inrikes utflyttningar,2036,41.69980256708448
Falkenberg,5-9 år,Inrikes utflyttningar,2037,42.035310296867934
Falkenberg,5-9 år,Inrikes utflyttningar,2038,42.59865950514116
Falkenberg,5-9 år,Inrikes utflyttningar,2039,43.123524200091275
Falkenberg,5-9 år,Inrikes utflyttningar,2040,43.62709226359682
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2000,-16
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2001,-23
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2002,-5
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2003,12
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2004,14
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2005,1
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2006,-14
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2007,22
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2008,4
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2009,-17
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2010,10
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2011,10
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2012,-1
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2013,-11
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2014,-2
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2015,11
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2016,7
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2017,-1
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2018,6
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2019,22
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2020,18
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2021,36
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2022,-5
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2023,41
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2024,2
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2025,-13
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2026,1.357049466819518
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2027,0.504096249553875
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2028,0.5000041217188524
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2029,0.06890969389885981
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2030,-1.067315034105917
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2031,-0.9017082534948102
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2032,-2.7129003681078316
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2033,-3.903582322738579
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2034,-3.988764176177135
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2035,-3.398474852477406
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2036,-3.020500432169321
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2037,-1.8373344303794354
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2038,-1.331642865049247
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2039,-0.9937856589980498
Falkenberg,10-14 år,Inrikes flyttningsöverskott,2040,-0.6907478074910145
Falkenberg,10-14 år,Inrikes inflyttningar,2000,57
Falkenberg,10-14 år,Inrikes inflyttningar,2001,54
Falkenberg,10-14 år,Inrikes inflyttningar,2002,49
Falkenberg,10-14 år,Inrikes inflyttningar,2003,49
Falkenberg,10-14 år,Inrikes inflyttningar,2004,46
Falkenberg,10-14 år,Inrikes inflyttningar,2005,44
Falkenberg,10-14 år,Inrikes inflyttningar,2006,37
Falkenberg,10-14 år,Inrikes inflyttningar,2007,57
Falkenberg,10-14 år,Inrikes inflyttningar,2008,42
Falkenberg,10-14 år,Inrikes inflyttningar,2009,32
Falkenberg,10-14 år,Inrikes inflyttningar,2010,36
Falkenberg,10-14 år,Inrikes inflyttningar,2011,43
Falkenberg,10-14 år,Inrikes inflyttningar,2012,46
Falkenberg,10-14 år,Inrikes inflyttningar,2013,35
Falkenberg,10-14 år,Inrikes inflyttningar,2014,51
Falkenberg,10-14 år,Inrikes inflyttningar,2015,60
Falkenberg,10-14 år,Inrikes inflyttningar,2016,59
Falkenberg,10-14 år,Inrikes inflyttningar,2017,56
Falkenberg,10-14 år,Inrikes inflyttningar,2018,58
Falkenberg,10-14 år,Inrikes inflyttningar,2019,76
Falkenberg,10-14 år,Inrikes inflyttningar,2020,77
Falkenberg,10-14 år,Inrikes inflyttningar,2021,84
Falkenberg,10-14 år,Inrikes inflyttningar,2022,65
Falkenberg,10-14 år,Inrikes inflyttningar,2023,75
Falkenberg,10-14 år,Inrikes inflyttningar,2024,53
Falkenberg,10-14 år,Inrikes inflyttningar,2025,43
Falkenberg,10-14 år,Inrikes inflyttningar,2026,63.802878695121606
Falkenberg,10-14 år,Inrikes inflyttningar,2027,63.29732223815941
Falkenberg,10-14 år,Inrikes inflyttningar,2028,62.86380030329321
Falkenberg,10-14 år,Inrikes inflyttningar,2029,62.12787121389133
Falkenberg,10-14 år,Inrikes inflyttningar,2030,61.50880686245386
Falkenberg,10-14 år,Inrikes inflyttningar,2031,60.72938217436274
Falkenberg,10-14 år,Inrikes inflyttningar,2032,59.504525053422505
Falkenberg,10-14 år,Inrikes inflyttningar,2033,57.92837336277435
Falkenberg,10-14 år,Inrikes inflyttningar,2034,56.4556508350733
Falkenberg,10-14 år,Inrikes inflyttningar,2035,55.02056644072266
Falkenberg,10-14 år,Inrikes inflyttningar,2036,53.381733899239215
Falkenberg,10-14 år,Inrikes inflyttningar,2037,52.6794460511135
Falkenberg,10-14 år,Inrikes inflyttningar,2038,52.3586638644808
Falkenberg,10-14 år,Inrikes inflyttningar,2039,52.28402073490062
Falkenberg,10-14 år,Inrikes inflyttningar,2040,52.44731253865187
Falkenberg,10-14 år,Inrikes utflyttningar,2000,73
Falkenberg,10-14 år,Inrikes utflyttningar,2001,77
Falkenberg,10-14 år,Inrikes utflyttningar,2002,54
Falkenberg,10-14 år,Inrikes utflyttningar,2003,37
Falkenberg,10-14 år,Inrikes utflyttningar,2004,32
Falkenberg,10-14 år,Inrikes utflyttningar,2005,43
Falkenberg,10-14 år,Inrikes utflyttningar,2006,51
Falkenberg,10-14 år,Inrikes utflyttningar,2007,35
Falkenberg,10-14 år,Inrikes utflyttningar,2008,38
Falkenberg,10-14 år,Inrikes utflyttningar,2009,49
Falkenberg,10-14 år,Inrikes utflyttningar,2010,26
Falkenberg,10-14 år,Inrikes utflyttningar,2011,33
Falkenberg,10-14 år,Inrikes utflyttningar,2012,47
Falkenberg,10-14 år,Inrikes utflyttningar,2013,46
Falkenberg,10-14 år,Inrikes utflyttningar,2014,53
Falkenberg,10-14 år,Inrikes utflyttningar,2015,49
Falkenberg,10-14 år,Inrikes utflyttningar,2016,52
Falkenberg,10-14 år,Inrikes utflyttningar,2017,57
Falkenberg,10-14 år,Inrikes utflyttningar,2018,52
Falkenberg,10-14 år,Inrikes utflyttningar,2019,54
Falkenberg,10-14 år,Inrikes utflyttningar,2020,59
Falkenberg,10-14 år,Inrikes utflyttningar,2021,48
Falkenberg,10-14 år,Inrikes utflyttningar,2022,70
Falkenberg,10-14 år,Inrikes utflyttningar,2023,34
Falkenberg,10-14 år,Inrikes utflyttningar,2024,51
Falkenberg,10-14 år,Inrikes utflyttningar,2025,56
Falkenberg,10-14 år,Inrikes utflyttningar,2026,62.44582922830209
Falkenberg,10-14 år,Inrikes utflyttningar,2027,62.793225988605535
Falkenberg,10-14 år,Inrikes utflyttningar,2028,62.36379618157436
Falkenberg,10-14 år,Inrikes utflyttningar,2029,62.05896151999247
Falkenberg,10-14 år,Inrikes utflyttningar,2030,62.576121896559776
Falkenberg,10-14 år,Inrikes utflyttningar,2031,61.63109042785755
Falkenberg,10-14 år,Inrikes utflyttningar,2032,62.217425421530336
Falkenberg,10-14 år,Inrikes utflyttningar,2033,61.83195568551293
Falkenberg,10-14 år,Inrikes utflyttningar,2034,60.444415011250435
Falkenberg,10-14 år,Inrikes utflyttningar,2035,58.41904129320007
Falkenberg,10-14 år,Inrikes utflyttningar,2036,56.402234331408536
Falkenberg,10-14 år,Inrikes utflyttningar,2037,54.51678048149294
Falkenberg,10-14 år,Inrikes utflyttningar,2038,53.69030672953005
Falkenberg,10-14 år,Inrikes utflyttningar,2039,53.27780639389867
Falkenberg,10-14 år,Inrikes utflyttningar,2040,53.138060346142886
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2000,-30
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2001,-48
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2002,-9
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2003,-10
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2004,-5
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2005,-13
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2006,-32
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2007,-21
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2008,-1
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2009,-8
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2010,-31
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2011,-3
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2012,-29
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2013,-24
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2014,-8
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2015,-19
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2016,-19
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2017,-50
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2018,-26
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2019,-14
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2020,-14
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2021,0
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2022,-3
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2023,-28
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2024,-17
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2025,-29
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2026,-38.513547384097805
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2027,-40.53364148909178
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2028,-38.766951786810196
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2029,-38.56575341147078
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2030,-36.56105775057131
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2031,-34.67708223575268
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2032,-36.02670021142799
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2033,-35.658130034786396
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2034,-35.84117615140006
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2035,-37.647535291593414
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2036,-37.06993203464427
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2037,-40.066669679410765
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2038,-41.835565882513635
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2039,-41.139763986546626
Falkenberg,15-19 år,Inrikes flyttningsöverskott,2040,-39.236356268220604
Falkenberg,15-19 år,Inrikes inflyttningar,2000,57
Falkenberg,15-19 år,Inrikes inflyttningar,2001,59
Falkenberg,15-19 år,Inrikes inflyttningar,2002,61
Falkenberg,15-19 år,Inrikes inflyttningar,2003,70
Falkenberg,15-19 år,Inrikes inflyttningar,2004,75
Falkenberg,15-19 år,Inrikes inflyttningar,2005,73
