Region,År,datakalla,Variabel,Värde
Hylte,2036,prognos,Inrikes utflyttade,537.7471268426303
Hylte,2037,prognos,Inrikes flyttnetto,-48.569768205677406
Hylte,2037,prognos,Inrikes inflyttade,485.54244469026514
Hylte,2037,prognos,Inrikes utflyttade,534.1122128959425
Hylte,2038,prognos,Inrikes flyttnetto,-44.798611186861876
Hylte,2038,prognos,Inrikes inflyttade,485.970100874638
Hylte,2038,prognos,Inrikes utflyttade,530.7687120614999
Hylte,2039,prognos,Inrikes flyttnetto,-41.27026847404608
Hylte,2039,prognos,Inrikes inflyttade,486.2989791593698
Hylte,2039,prognos,Inrikes utflyttade,527.5692476334159
Hylte,2040,prognos,Inrikes flyttnetto,-37.806794571193905
Hylte,2040,prognos,Inrikes inflyttade,486.5522174128372
Hylte,2040,prognos,Inrikes utflyttade,524.3590119840311
Kungsbacka,2000,historisk,Inrikes flyttnetto,699
Kungsbacka,2000,historisk,Inrikes inflyttade,2854
Kungsbacka,2000,historisk,Inrikes utflyttade,2155
Kungsbacka,2001,historisk,Inrikes flyttnetto,325
Kungsbacka,2001,historisk,Inrikes inflyttade,2538
Kungsbacka,2001,historisk,Inrikes utflyttade,2213
Kungsbacka,2002,historisk,Inrikes flyttnetto,229
Kungsbacka,2002,historisk,Inrikes inflyttade,2393
Kungsbacka,2002,historisk,Inrikes utflyttade,2164
Kungsbacka,2003,historisk,Inrikes flyttnetto,644
Kungsbacka,2003,historisk,Inrikes inflyttade,2717
Kungsbacka,2003,historisk,Inrikes utflyttade,2073
Kungsbacka,2004,historisk,Inrikes flyttnetto,639
Kungsbacka,2004,historisk,Inrikes inflyttade,2830
Kungsbacka,2004,historisk,Inrikes utflyttade,2191
Kungsbacka,2005,historisk,Inrikes flyttnetto,721
Kungsbacka,2005,historisk,Inrikes inflyttade,3022
Kungsbacka,2005,historisk,Inrikes utflyttade,2301
Kungsbacka,2006,historisk,Inrikes flyttnetto,768
Kungsbacka,2006,historisk,Inrikes inflyttade,2958
Kungsbacka,2006,historisk,Inrikes utflyttade,2190
Kungsbacka,2007,historisk,Inrikes flyttnetto,578
Kungsbacka,2007,historisk,Inrikes inflyttade,2903
Kungsbacka,2007,historisk,Inrikes utflyttade,2325
Kungsbacka,2008,historisk,Inrikes flyttnetto,398
Kungsbacka,2008,historisk,Inrikes inflyttade,2829
Kungsbacka,2008,historisk,Inrikes utflyttade,2431
Kungsbacka,2009,historisk,Inrikes flyttnetto,759
Kungsbacka,2009,historisk,Inrikes inflyttade,3046
Kungsbacka,2009,historisk,Inrikes utflyttade,2287
Kungsbacka,2010,historisk,Inrikes flyttnetto,635
Kungsbacka,2010,historisk,Inrikes inflyttade,2980
Kungsbacka,2010,historisk,Inrikes utflyttade,2345
Kungsbacka,2011,historisk,Inrikes flyttnetto,629
Kungsbacka,2011,historisk,Inrikes inflyttade,3158
Kungsbacka,2011,historisk,Inrikes utflyttade,2529
Kungsbacka,2012,historisk,Inrikes flyttnetto,515
Kungsbacka,2012,historisk,Inrikes inflyttade,3140
Kungsbacka,2012,historisk,Inrikes utflyttade,2625
Kungsbacka,2013,historisk,Inrikes flyttnetto,350
Kungsbacka,2013,historisk,Inrikes inflyttade,3129
Kungsbacka,2013,historisk,Inrikes utflyttade,2779
Kungsbacka,2014,historisk,Inrikes flyttnetto,456
Kungsbacka,2014,historisk,Inrikes inflyttade,3241
Kungsbacka,2014,historisk,Inrikes utflyttade,2785
Kungsbacka,2015,historisk,Inrikes flyttnetto,601
Kungsbacka,2015,historisk,Inrikes inflyttade,3407
Kungsbacka,2015,historisk,Inrikes utflyttade,2806
Kungsbacka,2016,historisk,Inrikes flyttnetto,914
Kungsbacka,2016,historisk,Inrikes inflyttade,3685
Kungsbacka,2016,historisk,Inrikes utflyttade,2771
Kungsbacka,2017,historisk,Inrikes flyttnetto,1172
Kungsbacka,2017,historisk,Inrikes inflyttade,4179
Kungsbacka,2017,historisk,Inrikes utflyttade,3007
Kungsbacka,2018,historisk,Inrikes flyttnetto,772
Kungsbacka,2018,historisk,Inrikes inflyttade,3937
Kungsbacka,2018,historisk,Inrikes utflyttade,3165
Kungsbacka,2019,historisk,Inrikes flyttnetto,478
Kungsbacka,2019,historisk,Inrikes inflyttade,3721
Kungsbacka,2019,historisk,Inrikes utflyttade,3243
Kungsbacka,2020,historisk,Inrikes flyttnetto,159
Kungsbacka,2020,historisk,Inrikes inflyttade,3593
Kungsbacka,2020,historisk,Inrikes utflyttade,3434
Kungsbacka,2021,historisk,Inrikes flyttnetto,67
Kungsbacka,2021,historisk,Inrikes inflyttade,3640
Kungsbacka,2021,historisk,Inrikes utflyttade,3573
Kungsbacka,2022,historisk,Inrikes flyttnetto,147
Kungsbacka,2022,historisk,Inrikes inflyttade,3523
Kungsbacka,2022,historisk,Inrikes utflyttade,3376
Kungsbacka,2023,historisk,Inrikes flyttnetto,-174
Kungsbacka,2023,historisk,Inrikes inflyttade,3287
Kungsbacka,2023,historisk,Inrikes utflyttade,3461
Kungsbacka,2024,historisk,Inrikes flyttnetto,-91
Kungsbacka,2024,historisk,Inrikes inflyttade,3371
Kungsbacka,2024,historisk,Inrikes utflyttade,3462
Kungsbacka,2025,historisk,Inrikes flyttnetto,479
Kungsbacka,2025,historisk,Inrikes inflyttade,3660
Kungsbacka,2025,historisk,Inrikes utflyttade,3181
Kungsbacka,2026,prognos,Inrikes flyttnetto,137.06725464815418
Kungsbacka,2026,prognos,Inrikes inflyttade,3522.6375390873377
Kungsbacka,2026,prognos,Inrikes utflyttade,3385.5702844391835
Kungsbacka,2027,prognos,Inrikes flyttnetto,107.38130594752465
Kungsbacka,2027,prognos,Inrikes inflyttade,3512.0982629253044
Kungsbacka,2027,prognos,Inrikes utflyttade,3404.71695697778
Kungsbacka,2028,prognos,Inrikes flyttnetto,77.01339838533522
Kungsbacka,2028,prognos,Inrikes inflyttade,3502.2066801965457
Kungsbacka,2028,prognos,Inrikes utflyttade,3425.1932818112105
Kungsbacka,2029,prognos,Inrikes flyttnetto,59.65047426423007
Kungsbacka,2029,prognos,Inrikes inflyttade,3498.9489717864753
Kungsbacka,2029,prognos,Inrikes utflyttade,3439.2984975222453
Kungsbacka,2030,prognos,Inrikes flyttnetto,59.36048726970603
Kungsbacka,2030,prognos,Inrikes inflyttade,3506.335341140718
Kungsbacka,2030,prognos,Inrikes utflyttade,3446.974853871012
Kungsbacka,2031,prognos,Inrikes flyttnetto,64.4017712472014
Kungsbacka,2031,prognos,Inrikes inflyttade,3516.4453190027907
Kungsbacka,2031,prognos,Inrikes utflyttade,3452.0435477555893
Kungsbacka,2032,prognos,Inrikes flyttnetto,78.08827580198385
Kungsbacka,2032,prognos,Inrikes inflyttade,3528.798367876826
Kungsbacka,2032,prognos,Inrikes utflyttade,3450.710092074842
Kungsbacka,2033,prognos,Inrikes flyttnetto,98.79634984250151
Kungsbacka,2033,prognos,Inrikes inflyttade,3542.874247709293
Kungsbacka,2033,prognos,Inrikes utflyttade,3444.0778978667913
Kungsbacka,2034,prognos,Inrikes flyttnetto,123.62240541364645
Kungsbacka,2034,prognos,Inrikes inflyttade,3557.030733082066
Kungsbacka,2034,prognos,Inrikes utflyttade,3433.4083276684196
Kungsbacka,2035,prognos,Inrikes flyttnetto,149.60106930623124
Kungsbacka,2035,prognos,Inrikes inflyttade,3570.8474263053386
Kungsbacka,2035,prognos,Inrikes utflyttade,3421.2463569991073
Kungsbacka,2036,prognos,Inrikes flyttnetto,174.60086829182728
Kungsbacka,2036,prognos,Inrikes inflyttade,3583.930108497835
Kungsbacka,2036,prognos,Inrikes utflyttade,3409.329240206008
Kungsbacka,2037,prognos,Inrikes flyttnetto,197.1064160115784
Kungsbacka,2037,prognos,Inrikes inflyttade,3596.160182053153
Kungsbacka,2037,prognos,Inrikes utflyttade,3399.053766041575
Kungsbacka,2038,prognos,Inrikes flyttnetto,217.97107210922832
Kungsbacka,2038,prognos,Inrikes inflyttade,3607.457577189071
Kungsbacka,2038,prognos,Inrikes utflyttade,3389.4865050798426
Kungsbacka,2039,prognos,Inrikes flyttnetto,237.63486183844725
Kungsbacka,2039,prognos,Inrikes inflyttade,3617.807249914923
Kungsbacka,2039,prognos,Inrikes utflyttade,3380.1723880764757
Kungsbacka,2040,prognos,Inrikes flyttnetto,256.99711654503744
Kungsbacka,2040,prognos,Inrikes inflyttade,3627.1756198728735
Kungsbacka,2040,prognos,Inrikes utflyttade,3370.178503327836
Laholm,2000,historisk,Inrikes flyttnetto,56
Laholm,2000,historisk,Inrikes inflyttade,884
Laholm,2000,historisk,Inrikes utflyttade,828
Laholm,2001,historisk,Inrikes flyttnetto,14
Laholm,2001,historisk,Inrikes inflyttade,895
Laholm,2001,historisk,Inrikes utflyttade,881
Laholm,2002,historisk,Inrikes flyttnetto,3
Laholm,2002,historisk,Inrikes inflyttade,866
Laholm,2002,historisk,Inrikes utflyttade,863
Laholm,2003,historisk,Inrikes flyttnetto,161
Laholm,2003,historisk,Inrikes inflyttade,912
Laholm,2003,historisk,Inrikes utflyttade,751
Laholm,2004,historisk,Inrikes flyttnetto,57
Laholm,2004,historisk,Inrikes inflyttade,873
Laholm,2004,historisk,Inrikes utflyttade,816
Laholm,2005,historisk,Inrikes flyttnetto,44
Laholm,2005,historisk,Inrikes inflyttade,866
Laholm,2005,historisk,Inrikes utflyttade,822
Laholm,2006,historisk,Inrikes flyttnetto,83
Laholm,2006,historisk,Inrikes inflyttade,992
Laholm,2006,historisk,Inrikes utflyttade,909
Laholm,2007,historisk,Inrikes flyttnetto,-33
Laholm,2007,historisk,Inrikes inflyttade,886
Laholm,2007,historisk,Inrikes utflyttade,919
Laholm,2008,historisk,Inrikes flyttnetto,35
Laholm,2008,historisk,Inrikes inflyttade,976
Laholm,2008,historisk,Inrikes utflyttade,941
Laholm,2009,historisk,Inrikes flyttnetto,72
Laholm,2009,historisk,Inrikes inflyttade,966
Laholm,2009,historisk,Inrikes utflyttade,894
Laholm,2010,historisk,Inrikes flyttnetto,-6
Laholm,2010,historisk,Inrikes inflyttade,889
Laholm,2010,historisk,Inrikes utflyttade,895
Laholm,2011,historisk,Inrikes flyttnetto,90
Laholm,2011,historisk,Inrikes inflyttade,1026
Laholm,2011,historisk,Inrikes utflyttade,936
Laholm,2012,historisk,Inrikes flyttnetto,-37
Laholm,2012,historisk,Inrikes inflyttade,932
Laholm,2012,historisk,Inrikes utflyttade,969
Laholm,2013,historisk,Inrikes flyttnetto,5
Laholm,2013,historisk,Inrikes inflyttade,972
Laholm,2013,historisk,Inrikes utflyttade,967
Laholm,2014,historisk,Inrikes flyttnetto,146
Laholm,2014,historisk,Inrikes inflyttade,1161
Laholm,2014,historisk,Inrikes utflyttade,1015
Laholm,2015,historisk,Inrikes flyttnetto,179
Laholm,2015,historisk,Inrikes inflyttade,1153
Laholm,2015,historisk,Inrikes utflyttade,974
Laholm,2016,historisk,Inrikes flyttnetto,182
Laholm,2016,historisk,Inrikes inflyttade,1189
Laholm,2016,historisk,Inrikes utflyttade,1007
Laholm,2017,historisk,Inrikes flyttnetto,258
Laholm,2017,historisk,Inrikes inflyttade,1354
Laholm,2017,historisk,Inrikes utflyttade,1096
Laholm,2018,historisk,Inrikes flyttnetto,183
Laholm,2018,historisk,Inrikes inflyttade,1282
Laholm,2018,historisk,Inrikes utflyttade,1099
Laholm,2019,historisk,Inrikes flyttnetto,276
Laholm,2019,historisk,Inrikes inflyttade,1369
Laholm,2019,historisk,Inrikes utflyttade,1093
Laholm,2020,historisk,Inrikes flyttnetto,21
Laholm,2020,historisk,Inrikes inflyttade,1322
Laholm,2020,historisk,Inrikes utflyttade,1301
Laholm,2021,historisk,Inrikes flyttnetto,187
Laholm,2021,historisk,Inrikes inflyttade,1391
Laholm,2021,historisk,Inrikes utflyttade,1204
Laholm,2022,historisk,Inrikes flyttnetto,197
Laholm,2022,historisk,Inrikes inflyttade,1438
Laholm,2022,historisk,Inrikes utflyttade,1241
Laholm,2023,historisk,Inrikes flyttnetto,15
Laholm,2023,historisk,Inrikes inflyttade,1321
Laholm,2023,historisk,Inrikes utflyttade,1306
Laholm,2024,historisk,Inrikes flyttnetto,74
Laholm,2024,historisk,Inrikes inflyttade,1240
Laholm,2024,historisk,Inrikes utflyttade,1166
Laholm,2025,historisk,Inrikes flyttnetto,27
Laholm,2025,historisk,Inrikes inflyttade,1157
Laholm,2025,historisk,Inrikes utflyttade,1130
Laholm,2026,prognos,Inrikes flyttnetto,115.1709750860332
Laholm,2026,prognos,Inrikes inflyttade,1295.0013153162486
Laholm,2026,prognos,Inrikes utflyttade,1179.8303402302154
Laholm,2027,prognos,Inrikes flyttnetto,111.44201034810635
Laholm,2027,prognos,Inrikes inflyttade,1293.4619693967534
Laholm,2027,prognos,Inrikes utflyttade,1182.019959048647
Laholm,2028,prognos,Inrikes flyttnetto,107.71935246735302
Laholm,2028,prognos,Inrikes inflyttade,1292.0142933199886
Laholm,2028,prognos,Inrikes utflyttade,1184.2949408526356
Laholm,2029,prognos,Inrikes flyttnetto,106.62476430113361
Laholm,2029,prognos,Inrikes inflyttade,1292.5312494992424
Laholm,2029,prognos,Inrikes utflyttade,1185.9064851981088
Laholm,2030,prognos,Inrikes flyttnetto,108.25967390442383
Laholm,2030,prognos,Inrikes inflyttade,1296.2316950648128
Laholm,2030,prognos,Inrikes utflyttade,1187.972021160389
Laholm,2031,prognos,Inrikes flyttnetto,109.04592171182571
Laholm,2031,prognos,Inrikes inflyttade,1300.4409099645154
Laholm,2031,prognos,Inrikes utflyttade,1191.3949882526897
Laholm,2032,prognos,Inrikes flyttnetto,110.54629350248615
Laholm,2032,prognos,Inrikes inflyttade,1304.9881703182741
Laholm,2032,prognos,Inrikes utflyttade,1194.441876815788
Laholm,2033,prognos,Inrikes flyttnetto,112.33835114073509
Laholm,2033,prognos,Inrikes inflyttade,1309.7078895509253
Laholm,2033,prognos,Inrikes utflyttade,1197.3695384101902
Laholm,2034,prognos,Inrikes flyttnetto,113.90940338194355
Laholm,2034,prognos,Inrikes inflyttade,1314.1378821988162
Laholm,2034,prognos,Inrikes utflyttade,1200.2284788168727
Laholm,2035,prognos,Inrikes flyttnetto,115.59401087578976
Laholm,2035,prognos,Inrikes inflyttade,1318.2028112591356
Laholm,2035,prognos,Inrikes utflyttade,1202.6088003833459
Laholm,2036,prognos,Inrikes flyttnetto,117.35933766932408
Laholm,2036,prognos,Inrikes inflyttade,1321.8307298918753
Laholm,2036,prognos,Inrikes utflyttade,1204.4713922225512
Laholm,2037,prognos,Inrikes flyttnetto,119.35346675396681
Laholm,2037,prognos,Inrikes inflyttade,1325.0253809807643
Laholm,2037,prognos,Inrikes utflyttade,1205.6719142267975
Laholm,2038,prognos,Inrikes flyttnetto,121.55693005695639
Laholm,2038,prognos,Inrikes inflyttade,1327.7915565060762
Laholm,2038,prognos,Inrikes utflyttade,1206.2346264491198
Laholm,2039,prognos,Inrikes flyttnetto,124.28426211996293
Laholm,2039,prognos,Inrikes inflyttade,1330.1626726343495
Laholm,2039,prognos,Inrikes utflyttade,1205.8784105143866
Laholm,2040,prognos,Inrikes flyttnetto,127.3923497530327
Laholm,2040,prognos,Inrikes inflyttade,1332.1659501130498
Laholm,2040,prognos,Inrikes utflyttade,1204.773600360017
Varberg,2000,historisk,Inrikes flyttnetto,169
Varberg,2000,historisk,Inrikes inflyttade,1585
Varberg,2000,historisk,Inrikes utflyttade,1416
Varberg,2001,historisk,Inrikes flyttnetto,350
Varberg,2001,historisk,Inrikes inflyttade,1658
Varberg,2001,historisk,Inrikes utflyttade,1308
Varberg,2002,historisk,Inrikes flyttnetto,215
Varberg,2002,historisk,Inrikes inflyttade,1487
Varberg,2002,historisk,Inrikes utflyttade,1272
Varberg,2003,historisk,Inrikes flyttnetto,408
Varberg,2003,historisk,Inrikes inflyttade,1655
Varberg,2003,historisk,Inrikes utflyttade,1247
Varberg,2004,historisk,Inrikes flyttnetto,350
Varberg,2004,historisk,Inrikes inflyttade,1643
Varberg,2004,historisk,Inrikes utflyttade,1293
Varberg,2005,historisk,Inrikes flyttnetto,339
Varberg,2005,historisk,Inrikes inflyttade,1757
Varberg,2005,historisk,Inrikes utflyttade,1418
Varberg,2006,historisk,Inrikes flyttnetto,491
Varberg,2006,historisk,Inrikes inflyttade,1831
Varberg,2006,historisk,Inrikes utflyttade,1340
Varberg,2007,historisk,Inrikes flyttnetto,475
Varberg,2007,historisk,Inrikes inflyttade,1921
Varberg,2007,historisk,Inrikes utflyttade,1446
Varberg,2008,historisk,Inrikes flyttnetto,322
Varberg,2008,historisk,Inrikes inflyttade,1812
Varberg,2008,historisk,Inrikes utflyttade,1490
Varberg,2009,historisk,Inrikes flyttnetto,404
Varberg,2009,historisk,Inrikes inflyttade,1818
Varberg,2009,historisk,Inrikes utflyttade,1414
Varberg,2010,historisk,Inrikes flyttnetto,340
Varberg,2010,historisk,Inrikes inflyttade,1791
Varberg,2010,historisk,Inrikes utflyttade,1451
Varberg,2011,historisk,Inrikes flyttnetto,268
Varberg,2011,historisk,Inrikes inflyttade,1834
Varberg,2011,historisk,Inrikes utflyttade,1566
Varberg,2012,historisk,Inrikes flyttnetto,380
Varberg,2012,historisk,Inrikes inflyttade,1853
Varberg,2012,historisk,Inrikes utflyttade,1473
Varberg,2013,historisk,Inrikes flyttnetto,330
Varberg,2013,historisk,Inrikes inflyttade,1996
Varberg,2013,historisk,Inrikes utflyttade,1666
Varberg,2014,historisk,Inrikes flyttnetto,15
Varberg,2014,historisk,Inrikes inflyttade,1991
Varberg,2014,historisk,Inrikes utflyttade,1976
Varberg,2015,historisk,Inrikes flyttnetto,143
Varberg,2015,historisk,Inrikes inflyttade,1990
Varberg,2015,historisk,Inrikes utflyttade,1847
Varberg,2016,historisk,Inrikes flyttnetto,284
Varberg,2016,historisk,Inrikes inflyttade,2310
Varberg,2016,historisk,Inrikes utflyttade,2026
Varberg,2017,historisk,Inrikes flyttnetto,509
Varberg,2017,historisk,Inrikes inflyttade,2426
Varberg,2017,historisk,Inrikes utflyttade,1917
Varberg,2018,historisk,Inrikes flyttnetto,558
Varberg,2018,historisk,Inrikes inflyttade,2399
Varberg,2018,historisk,Inrikes utflyttade,1841
Varberg,2019,historisk,Inrikes flyttnetto,521
Varberg,2019,historisk,Inrikes inflyttade,2315
Varberg,2019,historisk,Inrikes utflyttade,1794
Varberg,2020,historisk,Inrikes flyttnetto,552
Varberg,2020,historisk,Inrikes inflyttade,2505
Varberg,2020,historisk,Inrikes utflyttade,1953
Varberg,2021,historisk,Inrikes flyttnetto,886
Varberg,2021,historisk,Inrikes inflyttade,2851
Varberg,2021,historisk,Inrikes utflyttade,1965
Varberg,2022,historisk,Inrikes flyttnetto,866
Varberg,2022,historisk,Inrikes inflyttade,2866
Varberg,2022,historisk,Inrikes utflyttade,2000
Varberg,2023,historisk,Inrikes flyttnetto,417
Varberg,2023,historisk,Inrikes inflyttade,2394
Varberg,2023,historisk,Inrikes utflyttade,1977
Varberg,2024,historisk,Inrikes flyttnetto,568
Varberg,2024,historisk,Inrikes inflyttade,2467
Varberg,2024,historisk,Inrikes utflyttade,1899
Varberg,2025,historisk,Inrikes flyttnetto,344
Varberg,2025,historisk,Inrikes inflyttade,2389
Varberg,2025,historisk,Inrikes utflyttade,2045
Varberg,2026,prognos,Inrikes flyttnetto,538.7861036666445
Varberg,2026,prognos,Inrikes inflyttade,2514.2035143581757
Varberg,2026,prognos,Inrikes utflyttade,1975.4174106915311
Varberg,2027,prognos,Inrikes flyttnetto,519.0310834702191
Varberg,2027,prognos,Inrikes inflyttade,2511.432117063284
Varberg,2027,prognos,Inrikes utflyttade,1992.4010335930648
Varberg,2028,prognos,Inrikes flyttnetto,499.6842706092698
Varberg,2028,prognos,Inrikes inflyttade,2509.153805138817
Varberg,2028,prognos,Inrikes utflyttade,2009.4695345295472
Varberg,2029,prognos,Inrikes flyttnetto,485.81027866056047
Varberg,2029,prognos,Inrikes inflyttade,2511.103042449362
Varberg,2029,prognos,Inrikes utflyttade,2025.2927637888015
Varberg,2030,prognos,Inrikes flyttnetto,478.3399267233963
Varberg,2030,prognos,Inrikes inflyttade,2519.6891260559732
Varberg,2030,prognos,Inrikes utflyttade,2041.349199332577
Varberg,2031,prognos,Inrikes flyttnetto,470.2998552014951
Varberg,2031,prognos,Inrikes inflyttade,2529.5013257484216
Varberg,2031,prognos,Inrikes utflyttade,2059.2014705469264
Varberg,2032,prognos,Inrikes flyttnetto,464.59076502532935
Varberg,2032,prognos,Inrikes inflyttade,2540.123944934213
Varberg,2032,prognos,Inrikes utflyttade,2075.5331799088835
Varberg,2033,prognos,Inrikes flyttnetto,461.06312549978657
Varberg,2033,prognos,Inrikes inflyttade,2551.1409514274897
Varberg,2033,prognos,Inrikes utflyttade,2090.077825927703
Varberg,2034,prognos,Inrikes flyttnetto,459.36376386780375
Varberg,2034,prognos,Inrikes inflyttade,2561.548749935315
Varberg,2034,prognos,Inrikes utflyttade,2102.184986067511
Varberg,2035,prognos,Inrikes flyttnetto,459.07302109176453
Varberg,2035,prognos,Inrikes inflyttade,2571.1183007008995
Varberg,2035,prognos,Inrikes utflyttade,2112.045279609135
Varberg,2036,prognos,Inrikes flyttnetto,459.5829506462187
Varberg,2036,prognos,Inrikes inflyttade,2579.6537399639838
Varberg,2036,prognos,Inrikes utflyttade,2120.070789317765
Varberg,2037,prognos,Inrikes flyttnetto,460.340892516092
Varberg,2037,prognos,Inrikes inflyttade,2587.123885224117
Varberg,2037,prognos,Inrikes utflyttade,2126.782992708025
Varberg,2038,prognos,Inrikes flyttnetto,461.337195152556
Varberg,2038,prognos,Inrikes inflyttade,2593.5336208791623
Varberg,2038,prognos,Inrikes utflyttade,2132.1964257266063
Varberg,2039,prognos,Inrikes flyttnetto,462.4401684266377
Varberg,2039,prognos,Inrikes inflyttade,2598.937793979277
Varberg,2039,prognos,Inrikes utflyttade,2136.4976255526394
Varberg,2040,prognos,Inrikes flyttnetto,463.6550208211247
Varberg,2040,prognos,Inrikes inflyttade,2603.3873726173665
Varberg,2040,prognos,Inrikes utflyttade,2139.732351796242
