Region,År,datakalla,Variabel,Värde
Kungsbacka,2036,prognos,Döda,908.520454038649
Kungsbacka,2036,prognos,Födelsenetto,-219.79723924507778
Kungsbacka,2037,prognos,Födda,695.986351160666
Kungsbacka,2037,prognos,Döda,917.646608981368
Kungsbacka,2037,prognos,Födelsenetto,-221.660257820702
Kungsbacka,2038,prognos,Födda,704.2795032817829
Kungsbacka,2038,prognos,Döda,924.9382758826725
Kungsbacka,2038,prognos,Födelsenetto,-220.65877260088962
Kungsbacka,2039,prognos,Födda,713.2436627546006
Kungsbacka,2039,prognos,Döda,930.0752155836773
Kungsbacka,2039,prognos,Födelsenetto,-216.8315528290767
Kungsbacka,2040,prognos,Födda,722.2448128925392
Kungsbacka,2040,prognos,Döda,932.889511792166
Kungsbacka,2040,prognos,Födelsenetto,-210.64469889962675
Laholm,2000,historisk,Födda,210
Laholm,2000,historisk,Döda,251
Laholm,2000,historisk,Födelsenetto,-41
Laholm,2001,historisk,Födda,216
Laholm,2001,historisk,Döda,272
Laholm,2001,historisk,Födelsenetto,-56
Laholm,2002,historisk,Födda,231
Laholm,2002,historisk,Döda,284
Laholm,2002,historisk,Födelsenetto,-53
Laholm,2003,historisk,Födda,208
Laholm,2003,historisk,Döda,295
Laholm,2003,historisk,Födelsenetto,-87
Laholm,2004,historisk,Födda,226
Laholm,2004,historisk,Döda,238
Laholm,2004,historisk,Födelsenetto,-12
Laholm,2005,historisk,Födda,219
Laholm,2005,historisk,Döda,241
Laholm,2005,historisk,Födelsenetto,-22
Laholm,2006,historisk,Födda,240
Laholm,2006,historisk,Döda,251
Laholm,2006,historisk,Födelsenetto,-11
Laholm,2007,historisk,Födda,217
Laholm,2007,historisk,Döda,240
Laholm,2007,historisk,Födelsenetto,-23
Laholm,2008,historisk,Födda,203
Laholm,2008,historisk,Döda,247
Laholm,2008,historisk,Födelsenetto,-44
Laholm,2009,historisk,Födda,218
Laholm,2009,historisk,Döda,251
Laholm,2009,historisk,Födelsenetto,-33
Laholm,2010,historisk,Födda,235
Laholm,2010,historisk,Döda,242
Laholm,2010,historisk,Födelsenetto,-7
Laholm,2011,historisk,Födda,205
Laholm,2011,historisk,Döda,261
Laholm,2011,historisk,Födelsenetto,-56
Laholm,2012,historisk,Födda,225
Laholm,2012,historisk,Döda,232
Laholm,2012,historisk,Födelsenetto,-7
Laholm,2013,historisk,Födda,258
Laholm,2013,historisk,Döda,255
Laholm,2013,historisk,Födelsenetto,3
Laholm,2014,historisk,Födda,225
Laholm,2014,historisk,Döda,281
Laholm,2014,historisk,Födelsenetto,-56
Laholm,2015,historisk,Födda,231
Laholm,2015,historisk,Döda,262
Laholm,2015,historisk,Födelsenetto,-31
Laholm,2016,historisk,Födda,289
Laholm,2016,historisk,Döda,284
Laholm,2016,historisk,Födelsenetto,5
Laholm,2017,historisk,Födda,259
Laholm,2017,historisk,Döda,274
Laholm,2017,historisk,Födelsenetto,-15
Laholm,2018,historisk,Födda,270
Laholm,2018,historisk,Döda,227
Laholm,2018,historisk,Födelsenetto,43
Laholm,2019,historisk,Födda,280
Laholm,2019,historisk,Döda,269
Laholm,2019,historisk,Födelsenetto,11
Laholm,2020,historisk,Födda,271
Laholm,2020,historisk,Döda,271
Laholm,2020,historisk,Födelsenetto,0
Laholm,2021,historisk,Födda,275
Laholm,2021,historisk,Döda,248
Laholm,2021,historisk,Födelsenetto,27
Laholm,2022,historisk,Födda,232
Laholm,2022,historisk,Döda,259
Laholm,2022,historisk,Födelsenetto,-27
Laholm,2023,historisk,Födda,232
Laholm,2023,historisk,Döda,279
Laholm,2023,historisk,Födelsenetto,-47
Laholm,2024,historisk,Födda,235
Laholm,2024,historisk,Döda,276
Laholm,2024,historisk,Födelsenetto,-41
Laholm,2025,historisk,Födda,236
Laholm,2025,historisk,Döda,303
Laholm,2025,historisk,Födelsenetto,-67
Laholm,2026,prognos,Födda,218.2013102336619
Laholm,2026,prognos,Döda,295.7046971083364
Laholm,2026,prognos,Födelsenetto,-77.5033868746745
Laholm,2027,prognos,Födda,215.32513471198368
Laholm,2027,prognos,Döda,298.01724536486006
Laholm,2027,prognos,Födelsenetto,-82.69211065287638
Laholm,2028,prognos,Födda,212.7636958056588
Laholm,2028,prognos,Döda,301.01860794619597
Laholm,2028,prognos,Födelsenetto,-88.25491214053716
Laholm,2029,prognos,Födda,213.60380263390056
Laholm,2029,prognos,Döda,304.47546194889543
Laholm,2029,prognos,Födelsenetto,-90.87165931499487
Laholm,2030,prognos,Födda,214.5388344520909
Laholm,2030,prognos,Döda,309.61903187021653
Laholm,2030,prognos,Födelsenetto,-95.08019741812564
Laholm,2031,prognos,Födda,216.74095507697413
Laholm,2031,prognos,Döda,314.1628252289994
Laholm,2031,prognos,Födelsenetto,-97.42187015202526
Laholm,2032,prognos,Födda,220.13076673922725
Laholm,2032,prognos,Döda,319.22744037354903
Laholm,2032,prognos,Födelsenetto,-99.09667363432177
Laholm,2033,prognos,Födda,224.27603255295745
Laholm,2033,prognos,Döda,324.1437921537454
Laholm,2033,prognos,Födelsenetto,-99.86775960078793
Laholm,2034,prognos,Födda,225.21200746192983
Laholm,2034,prognos,Döda,329.0785260585261
Laholm,2034,prognos,Födelsenetto,-103.86651859659628
Laholm,2035,prognos,Födda,226.9130900976674
Laholm,2035,prognos,Döda,333.4583478772164
Laholm,2035,prognos,Födelsenetto,-106.54525777954899
Laholm,2036,prognos,Födda,228.6974022094099
Laholm,2036,prognos,Döda,337.5599653607145
Laholm,2036,prognos,Födelsenetto,-108.86256315130461
Laholm,2037,prognos,Födda,230.54661034196624
Laholm,2037,prognos,Döda,340.83259965046284
Laholm,2037,prognos,Födelsenetto,-110.2859893084966
Laholm,2038,prognos,Födda,232.50790918820434
Laholm,2038,prognos,Döda,343.75263094289517
Laholm,2038,prognos,Födelsenetto,-111.24472175469083
Laholm,2039,prognos,Födda,234.65600527352117
Laholm,2039,prognos,Döda,345.90046806246806
Laholm,2039,prognos,Födelsenetto,-111.24446278894689
Laholm,2040,prognos,Födda,236.6799575434555
Laholm,2040,prognos,Döda,347.5502508105578
Laholm,2040,prognos,Födelsenetto,-110.87029326710234
Riket,2000,historisk,Födda,90441
Riket,2000,historisk,Döda,93461
Riket,2000,historisk,Födelsenetto,-3020
Riket,2001,historisk,Födda,91466
Riket,2001,historisk,Döda,93752
Riket,2001,historisk,Födelsenetto,-2286
Riket,2002,historisk,Födda,95815
Riket,2002,historisk,Döda,95009
Riket,2002,historisk,Födelsenetto,806
Riket,2003,historisk,Födda,99157
Riket,2003,historisk,Döda,92961
Riket,2003,historisk,Födelsenetto,6196
Riket,2004,historisk,Födda,100928
Riket,2004,historisk,Döda,90532
Riket,2004,historisk,Födelsenetto,10396
Riket,2005,historisk,Födda,101346
Riket,2005,historisk,Döda,91710
Riket,2005,historisk,Födelsenetto,9636
Riket,2006,historisk,Födda,105913
Riket,2006,historisk,Döda,91177
Riket,2006,historisk,Födelsenetto,14736
Riket,2007,historisk,Födda,107421
Riket,2007,historisk,Döda,91729
Riket,2007,historisk,Födelsenetto,15692
Riket,2008,historisk,Födda,109301
Riket,2008,historisk,Döda,91449
Riket,2008,historisk,Födelsenetto,17852
Riket,2009,historisk,Födda,111801
Riket,2009,historisk,Döda,90080
Riket,2009,historisk,Födelsenetto,21721
Riket,2010,historisk,Födda,115641
Riket,2010,historisk,Döda,90487
Riket,2010,historisk,Födelsenetto,25154
Riket,2011,historisk,Födda,111770
Riket,2011,historisk,Döda,89938
Riket,2011,historisk,Födelsenetto,21832
Riket,2012,historisk,Födda,113177
Riket,2012,historisk,Döda,91938
Riket,2012,historisk,Födelsenetto,21239
Riket,2013,historisk,Födda,113593
Riket,2013,historisk,Döda,90402
Riket,2013,historisk,Födelsenetto,23191
Riket,2014,historisk,Födda,114907
Riket,2014,historisk,Döda,88976
Riket,2014,historisk,Födelsenetto,25931
Riket,2015,historisk,Födda,114870
Riket,2015,historisk,Döda,90907
Riket,2015,historisk,Födelsenetto,23963
Riket,2016,historisk,Födda,117425
Riket,2016,historisk,Döda,90982
Riket,2016,historisk,Födelsenetto,26443
Riket,2017,historisk,Födda,115416
Riket,2017,historisk,Döda,91972
Riket,2017,historisk,Födelsenetto,23444
Riket,2018,historisk,Födda,115832
Riket,2018,historisk,Döda,92185
Riket,2018,historisk,Födelsenetto,23647
Riket,2019,historisk,Födda,114523
Riket,2019,historisk,Döda,88766
Riket,2019,historisk,Födelsenetto,25757
Riket,2020,historisk,Födda,113077
Riket,2020,historisk,Döda,98124
Riket,2020,historisk,Födelsenetto,14953
Riket,2021,historisk,Födda,114263
Riket,2021,historisk,Döda,91958
Riket,2021,historisk,Födelsenetto,22305
Riket,2022,historisk,Födda,104734
Riket,2022,historisk,Döda,94737
Riket,2022,historisk,Födelsenetto,9997
Riket,2023,historisk,Födda,100051
Riket,2023,historisk,Döda,94385
Riket,2023,historisk,Födelsenetto,5666
Riket,2024,historisk,Födda,98451
Riket,2024,historisk,Döda,91268
Riket,2024,historisk,Födelsenetto,7183
Riket,2025,historisk,Födda,97488
Riket,2025,historisk,Döda,92212
Riket,2025,historisk,Födelsenetto,5276
Riket,2026,prognos,Födda,96910
Riket,2026,prognos,Döda,96277
Riket,2026,prognos,Födelsenetto,633
Riket,2027,prognos,Födda,95896
Riket,2027,prognos,Döda,97497
Riket,2027,prognos,Födelsenetto,-1601
Riket,2028,prognos,Födda,94999
Riket,2028,prognos,Döda,98821
Riket,2028,prognos,Födelsenetto,-3822
Riket,2029,prognos,Födda,95984
Riket,2029,prognos,Döda,100217
Riket,2029,prognos,Födelsenetto,-4233
Riket,2030,prognos,Födda,97355
Riket,2030,prognos,Döda,101604
Riket,2030,prognos,Födelsenetto,-4249
Riket,2031,prognos,Födda,99131
Riket,2031,prognos,Döda,103084
Riket,2031,prognos,Födelsenetto,-3953
Riket,2032,prognos,Födda,101170
Riket,2032,prognos,Döda,104478
Riket,2032,prognos,Födelsenetto,-3308
Riket,2033,prognos,Födda,103400
Riket,2033,prognos,Döda,105841
Riket,2033,prognos,Födelsenetto,-2441
Riket,2034,prognos,Födda,104010
Riket,2034,prognos,Döda,107085
Riket,2034,prognos,Födelsenetto,-3075
Riket,2035,prognos,Födda,104918
Riket,2035,prognos,Döda,108227
Riket,2035,prognos,Födelsenetto,-3309
Riket,2036,prognos,Födda,105767
Riket,2036,prognos,Döda,109223
Riket,2036,prognos,Födelsenetto,-3456
Riket,2037,prognos,Födda,106788
Riket,2037,prognos,Döda,110070
Riket,2037,prognos,Födelsenetto,-3282
Riket,2038,prognos,Födda,107913
Riket,2038,prognos,Döda,110743
Riket,2038,prognos,Födelsenetto,-2830
Riket,2039,prognos,Födda,109064
Riket,2039,prognos,Döda,111256
Riket,2039,prognos,Födelsenetto,-2192
Riket,2040,prognos,Födda,110219
Riket,2040,prognos,Döda,111574
Riket,2040,prognos,Födelsenetto,-1355
Varberg,2000,historisk,Födda,505
Varberg,2000,historisk,Döda,587
Varberg,2000,historisk,Födelsenetto,-82
Varberg,2001,historisk,Födda,542
Varberg,2001,historisk,Döda,528
Varberg,2001,historisk,Födelsenetto,14
Varberg,2002,historisk,Födda,574
Varberg,2002,historisk,Döda,546
Varberg,2002,historisk,Födelsenetto,28
Varberg,2003,historisk,Födda,616
Varberg,2003,historisk,Döda,501
Varberg,2003,historisk,Födelsenetto,115
Varberg,2004,historisk,Födda,579
Varberg,2004,historisk,Döda,547
Varberg,2004,historisk,Födelsenetto,32
Varberg,2005,historisk,Födda,593
Varberg,2005,historisk,Döda,543
Varberg,2005,historisk,Födelsenetto,50
Varberg,2006,historisk,Födda,643
Varberg,2006,historisk,Döda,579
Varberg,2006,historisk,Födelsenetto,64
Varberg,2007,historisk,Födda,622
Varberg,2007,historisk,Döda,578
Varberg,2007,historisk,Födelsenetto,44
Varberg,2008,historisk,Födda,661
Varberg,2008,historisk,Döda,523
Varberg,2008,historisk,Födelsenetto,138
Varberg,2009,historisk,Födda,667
Varberg,2009,historisk,Döda,527
Varberg,2009,historisk,Födelsenetto,140
Varberg,2010,historisk,Födda,715
Varberg,2010,historisk,Döda,557
Varberg,2010,historisk,Födelsenetto,158
Varberg,2011,historisk,Födda,671
Varberg,2011,historisk,Döda,565
Varberg,2011,historisk,Födelsenetto,106
Varberg,2012,historisk,Födda,627
Varberg,2012,historisk,Döda,562
Varberg,2012,historisk,Födelsenetto,65
Varberg,2013,historisk,Födda,682
Varberg,2013,historisk,Döda,538
Varberg,2013,historisk,Födelsenetto,144
Varberg,2014,historisk,Födda,639
Varberg,2014,historisk,Döda,571
Varberg,2014,historisk,Födelsenetto,68
Varberg,2015,historisk,Födda,632
Varberg,2015,historisk,Döda,550
Varberg,2015,historisk,Födelsenetto,82
Varberg,2016,historisk,Födda,653
Varberg,2016,historisk,Döda,591
Varberg,2016,historisk,Födelsenetto,62
Varberg,2017,historisk,Födda,682
Varberg,2017,historisk,Döda,626
Varberg,2017,historisk,Födelsenetto,56
Varberg,2018,historisk,Födda,658
Varberg,2018,historisk,Döda,638
Varberg,2018,historisk,Födelsenetto,20
Varberg,2019,historisk,Födda,663
Varberg,2019,historisk,Döda,547
Varberg,2019,historisk,Födelsenetto,116
Varberg,2020,historisk,Födda,647
Varberg,2020,historisk,Döda,619
Varberg,2020,historisk,Födelsenetto,28
Varberg,2021,historisk,Födda,707
Varberg,2021,historisk,Döda,606
Varberg,2021,historisk,Födelsenetto,101
Varberg,2022,historisk,Födda,702
Varberg,2022,historisk,Döda,622
Varberg,2022,historisk,Födelsenetto,80
Varberg,2023,historisk,Födda,613
Varberg,2023,historisk,Döda,615
Varberg,2023,historisk,Födelsenetto,-2
Varberg,2024,historisk,Födda,639
Varberg,2024,historisk,Döda,630
Varberg,2024,historisk,Födelsenetto,9
Varberg,2025,historisk,Födda,650
Varberg,2025,historisk,Döda,642
Varberg,2025,historisk,Födelsenetto,8
Varberg,2026,prognos,Födda,595.5892390643966
Varberg,2026,prognos,Döda,713.7940707548976
Varberg,2026,prognos,Födelsenetto,-118.20483169050101
Varberg,2027,prognos,Födda,591.1615535907235
Varberg,2027,prognos,Döda,717.940688259679
Varberg,2027,prognos,Födelsenetto,-126.77913466895541
Varberg,2028,prognos,Födda,587.2880868485473
Varberg,2028,prognos,Döda,725.0010511167679
Varberg,2028,prognos,Födelsenetto,-137.71296426822062
Varberg,2029,prognos,Födda,593.4402612620446
Varberg,2029,prognos,Döda,735.6495601471386
Varberg,2029,prognos,Födelsenetto,-142.20929888509397
Varberg,2030,prognos,Födda,601.336646398104
Varberg,2030,prognos,Döda,748.7517719744637
Varberg,2030,prognos,Födelsenetto,-147.41512557635974
Varberg,2031,prognos,Födda,612.8768858117068
Varberg,2031,prognos,Döda,762.9348009438196
Varberg,2031,prognos,Födelsenetto,-150.05791513211284
Varberg,2032,prognos,Födda,626.8756249756931
Varberg,2032,prognos,Döda,777.6183013191926
Varberg,2032,prognos,Födelsenetto,-150.7426763434995
Varberg,2033,prognos,Födda,642.8002994621053
Varberg,2033,prognos,Döda,793.887932546754
Varberg,2033,prognos,Födelsenetto,-151.0876330846487
Varberg,2034,prognos,Födda,648.4984411457348
Varberg,2034,prognos,Döda,810.0269432794105
Varberg,2034,prognos,Födelsenetto,-161.52850213367572
Varberg,2035,prognos,Födda,655.9630184341313
Varberg,2035,prognos,Döda,826.1734147020773
Varberg,2035,prognos,Födelsenetto,-170.21039626794595
Varberg,2036,prognos,Födda,663.2066183319513
Varberg,2036,prognos,Döda,841.4594820320015
Varberg,2036,prognos,Födelsenetto,-178.25286370005017
Varberg,2037,prognos,Födda,671.0616179978804
Varberg,2037,prognos,Döda,855.5465310212702
Varberg,2037,prognos,Födelsenetto,-184.48491302338982
Varberg,2038,prognos,Födda,679.1302681162051
Varberg,2038,prognos,Döda,867.674959565773
Varberg,2038,prognos,Födelsenetto,-188.54469144956784
Varberg,2039,prognos,Födda,687.5041271696227
Varberg,2039,prognos,Döda,878.5624548990313
Varberg,2039,prognos,Födelsenetto,-191.05832772940857
Varberg,2040,prognos,Födda,695.3951303795733
Varberg,2040,prognos,Döda,887.3826372351936
Varberg,2040,prognos,Födelsenetto,-191.98750685562027
